x1,x2,r
48331,28203,11727
18035,47241,32022
48494,47916,42416
21338,17895,25753
39669,27460,53331
28817,4727,56475
19798,25456,51148
8393,52996,29812
12978,30773,42566
2563,25601,41897
50729,29956,38819
52979,32239,16696
410,12026,32807
13040,26237,34459
31562,45693,39880
9983,5756,18173
7573,7490,19359
10647,30977,38305
6010,6764,20961
8557,15545,17846
18807,9811,2846
35371,12130,14880
11267,25359,29866
25252,14379,14140
8859,12015,48098
43206,54953,53139
44163,25129,32980
21371,21631,27258
22079,1636,44348
29457,2398,29806
31224,41461,41869
5665,43288,10282
32801,29199,39878
39937,29144,39774
18808,31128,23486
31236,20424,37185
46064,30081,18070
30579,13497,45741
48761,38292,42141
9222,46700,22634
15211,33951,51730
33543,55402,27351
49841,36870,44291
7571,10608,38957
20113,2612,25214
54435,21803,53661
43636,30521,51800
4916,43663,21434
41758,22745,1903
52030,18502,48117
14433,14897,46977
58446,15299,7551
56678,56728,2898
6712,625,52188
53602,35742,8678
51096,11038,2693
30048,57033,33274
7054,35571,56281
23949,16142,3588
34375,2258,19853
10135,36847,19304
44376,11345,49882
16756,39062,25670
59917,14682,33354
45657,37032,54061
56861,12473,3546
47361,36421,38333
5041,41461,20191
37957,12116,2044
13651,47993,54462
57760,55448,1875
12197,12024,25723
43854,30061,57932
46321,57162,16529
2246,46211,22607
1938,5915,56583
11206,29637,32413
44159,18909,53631
43463,30166,49161
34498,27555,1529
56543,45561,42533
10531,10177,38316
44328,2204,6281
29597,52598,5526
14312,26788,23765
4774,13572,15663
50368,9732,30130
34624,40496,44280
40360,30226,3709
19553,19951,53294
54121,5293,15315
29335,31259,23346
45406,23144,9201
57402,25589,35826
42476,24970,19098
52062,58982,33497
6844,4751,5789
15188,25817,20576
14590,22779,11254
28294,4341,23996
6027,17207,21400
38071,52320,51100
17954,39839,50110
17113,42255,53232
47863,6995,19801
28107,16297,10416
13814,23005,20241
19932,32347,38566
7713,25352,878
2727,41407,17620
17046,13109,44784
38193,14808,20328
47270,21757,49865
6910,17467,22810
17150,58520,27530
57105,54772,7559
42121,10051,53268
52539,25382,1061
22143,13388,13758
234,10863,2340
33563,21732,54285
53997,59077,50435
57274,28481,32396
52818,43908,39357
2024,57427,58936
42809,35530,47232
30130,54871,19422
27751,50196,11285
51729,28818,24830
53966,2751,58364
47205,35754,27956
665,18805,54292
18962,38099,29566
40660,49929,14556
41129,35636,5982
52448,675,51555
50965,43410,18451
5418,31176,17921
2862,9681,32523
25648,54926,29726
16964,56065,16109
1876,23170,59671
33915,15728,2938
31213,36197,14932
50353,3385,45788
34531,31707,48197
57535,39672,10738
1273,54074,37783
18376,29274,43447
3212,55054,28115
36067,19930,27833
28860,36635,34720
20836,6832,22134
27901,23229,11085
31731,54437,32579
25466,57903,48046
14749,51404,14632
5883,34346,5164
15986,45323,9079
726,24846,56374
4371,54145,50473
35516,53594,8263
37549,8446,37746
25869,50666,52161
30903,55073,2313
54994,10368,36667
43034,10788,59896
32743,47838,28422
59538,21424,50434
31007,33634,47998
543,50193,37960
26669,20939,51005
8955,47830,46893
19017,39217,29762
19882,51309,24671
23264,51178,21929
55258,62,4950
45107,1757,51927
37973,23146,840
1380,120,47205
35639,8940,29663
30606,19232,38240
56351,28996,18970
43460,32399,46140
10741,74,56719
23996,7602,55807
24917,58276,38830
34274,25268,5798
46848,32385,41842
2028,23948,16568
16984,43670,7831
16375,28038,42046
2340,21899,26931
48510,4939,10700
17781,41010,15760
10485,54851,3956
38696,11944,27103
29343,40637,5705
38914,19845,35526
51021,24373,56246
33402,25241,18190
58846,52051,45407
17913,9904,27877
35607,3046,36903
27340,26137,37289
34553,55139,14580
53383,59483,59979
40297,16445,46605
12765,56352,59478
7267,41531,6276
36441,47398,4363
9036,11863,16894
23177,38152,4379
54211,30261,37434
42141,52928,39087
4960,32963,6859
43415,5546,26809
13352,47598,43643
57555,13232,20403
7883,144,21908
25873,35935,973
34235,56661,37719
12037,57582,56098
18759,31484,32738
7257,5738,45978
18728,58283,1710
9729,23206,1211
52227,35183,27482
46036,42209,51286
5071,5558,1881
4956,23240,41050
18866,40438,34578
37200,47819,14358
55064,20283,20178
17431,34343,51415
6833,47487,30748
38468,58042,57937
20473,14789,18622
405,14256,15814
58580,50410,27663
49532,54449,15288
19261,49938,15199
58700,36737,48856
57415,47312,41915
15495,10524,28152
39130,56695,18870
55726,21562,31286
16702,466,51194
41629,54987,853
24695,16446,53483
41968,39235,38280
25080,39209,54517
5571,3970,24025
45381,54587,47519
54065,41488,27252
16671,36603,58743
30299,2790,6529
2926,13237,39646
26301,56618,10899
12160,30321,14491
26024,51495,14759
30249,14030,42193
8864,47786,2121
5602,1651,16674
23637,4851,24820
31947,18215,51928
35558,6869,47247
55746,5327,30579
38549,58819,25679
41654,44575,55024
2135,9308,16576
51979,28779,9854
52211,39240,14129
37414,25035,57978
17253,26920,24478
14378,31795,42870
19205,31999,37629
27761,1661,16063
48340,13310,47866
47165,33904,47106
29503,17791,2862
9266,28602,57981
15241,53069,25431
10925,19014,29852
32413,46110,214
16091,13698,59362
55341,43058,34601
25909,35170,34529
57513,36786,59522
23317,30512,36402
27118,1386,42684
8245,46332,22638
50115,24484,57028
8993,54753,45564
9630,28569,58558
54327,52137,57873
8810,37355,37583
8379,3843,36785
49147,35560,38326
1739,59899,286
59924,39158,21966
20272,47344,13431
23246,52159,30832
46951,22873,56928
20798,13655,38329
23785,33876,38444
46381,37823,2097
32289,44400,10449
30506,37409,42562
8328,18355,47681
45318,38990,38527
14901,34683,55512
49971,43709,43642
17482,53905,57221
14097,54526,7856
4331,59145,39904
39716,7053,10979
7655,45484,59714
45644,24263,9625
43086,57643,36573
38112,57904,12751
58505,56515,1390
59019,57119,10503
18177,48677,54643
41229,32827,9970
52251,1715,34227
30322,9764,7911
15398,5025,2095
20999,7583,55319
17669,37018,29733
21650,33824,38009
35703,11841,57816
13779,17856,17652
46324,930,23039
53080,38831,29049
4791,54746,41185
43892,28303,39065
4736,34303,28906
50463,31468,3314
23838,7509,41027
19091,58989,32706
35740,56000,26616
50652,52472,47901
27691,56938,50048
50062,21732,36177
19045,35643,17160
16604,33150,9594
43589,23150,41954
16770,27756,1976
56060,36645,42982
54949,49721,36633
2446,24771,45099
40,24872,15174
53103,26551,26793
21675,55994,45896
38242,32740,50386
14167,5140,13337
39570,43340,58125
37103,21125,26781
5358,27227,24088
59112,2105,51659
54245,22098,43657
15101,6095,32136
40017,24554,12595
39787,31682,47598
37487,17909,48292
15930,9008,16607
35030,42915,2083
24258,13349,44387
38139,47167,747
6638,27824,26787
44521,40297,55253
14571,52528,31364
2169,12618,58764
54894,25492,25390
9943,29983,9422
7197,8426,33915
45555,11556,5547
58579,19468,35318
51933,36323,5071
29709,14888,24434
56978,51039,12661
55729,28524,18756
44427,25814,8146
48802,50369,52500
33696,30314,7761
13039,40506,59226
29371,11614,22979
53099,2641,53409
8117,25770,15056
11976,56340,9051
23761,47640,31082
34153,33247,15309
33059,9960,12638
55242,30563,52284
15807,17688,15750
3524,23551,3217
16555,33710,50646
48288,59606,42224
12510,30103,10909
35960,14904,29022
14343,47707,8024
48575,29020,16760
31057,28359,12611
58633,35463,27951
25756,22207,5461
26284,22012,19983
30604,20600,58739
26467,59640,24462
30213,59986,42459
43038,510,29467
20383,23290,19627
51358,9646,1485
59762,4606,18883
12559,5394,20372
51165,56244,5879
11107,26744,35744
23000,48979,28557
7422,39868,59683
36079,5869,1158
59237,19529,32136
47217,53002,59427
59235,40320,49920
23977,39755,27923
57178,18261,35103
40797,27927,42303
10604,29165,6379
22780,24770,13374
48118,29000,39377
11622,50470,41109
22544,34111,40656
47502,14406,59433
2891,4676,17685
4642,41827,57774
2953,55536,25671
49442,7752,19165
14142,47005,25252
34704,51243,49115
46933,8052,35719
36170,21317,59885
35078,5680,6095
28306,57250,47379
48580,34807,6329
22310,57228,45082
49095,8037,5435
8463,20706,17125
33620,30372,37627
49342,51919,37623
29290,49436,22766
29685,54954,33399
1318,41720,25578
7222,32267,22018
23962,24975,45129
55332,30140,17462
7477,30968,42698
44876,2630,1390
35762,19723,48996
36055,11603,13469
1910,27100,50228
367,19439,13755
38532,49552,11530
35698,34375,19799
57392,43540,56217
37612,18552,249
35375,47910,21973
29120,41573,31057
19687,2849,39082
5086,25372,7801
3580,52244,1403
3034,40702,34289
44747,19310,23030
58886,43336,23018
39709,10803,40886
10802,2732,27201
8286,20771,18046
54415,23100,2640
6454,33566,2827
548,13847,4860
36868,39669,15667
23342,55244,51300
35656,45384,15699
23604,43111,18184
49323,14646,9388
44001,16866,814
28969,52967,28729
46497,14379,271
13521,52457,43942
44734,33355,12742
42548,40947,10763
42508,5968,7239
23437,54754,55666
1492,20289,55340
200,25606,2026
14224,53214,198
31728,4729,50205
52389,57508,9209
28000,49686,25936
10013,9990,29897
40785,56899,46213
55628,22059,32802
47494,21642,44583
5572,37877,56798
40494,2962,58552
20129,30444,41414
14786,28159,43452
41420,23506,21962
35135,8643,49499
45329,31740,44303
47174,16185,49403
43806,10777,7982
41829,50631,40515
16608,34243,29907
32160,33784,28974
10560,37833,17258
39340,33826,8831
26936,30831,58793
6973,3944,13081
28748,38249,40804
26521,36030,29611
33921,28864,19010
36713,1988,26546
21999,34085,49079
28220,52251,37308
25187,47543,25397
3586,20316,3973
24952,2210,25694
22732,46075,38374
9351,38246,31432
6765,25480,54430
31857,2149,44498
56393,52373,31691
20824,36451,11597
18032,50106,53690
57725,12299,10117
40119,50784,37441
15337,47897,11503
23966,34891,34466
58731,10423,234
50688,33321,24205
33152,31384,248
44610,45469,14854
45392,42130,59730
55454,34843,22698
19314,39450,51314
11225,42066,39464
8340,7769,5636
16398,3431,18331
35060,37896,24989
47373,50662,53120
15786,3863,19752
29081,30570,14627
37018,43410,45440
27996,20414,6205
28416,17845,28149
25631,19641,57054
9577,29996,11560
37953,54825,7165
33541,32998,5463
16719,15387,53322
51198,37350,50347
27828,19016,11462
629,10513,22433
12978,3263,46056
28024,23514,16046
18885,21135,3393
5572,36386,31701
44964,19165,23152
45388,36297,28384
53650,30489,6623
53954,25991,20612
2330,22626,11879
40782,6670,37762
47863,28672,45715
45189,29559,50629
43461,27756,43204
46185,32392,57779
27667,10292,13986
43064,5692,44145
10525,43293,3194
43311,30210,58520
22397,56441,38733
23242,30779,20184
51712,32405,17498
23660,54483,59506
46615,34778,44490
45421,9567,29267
5486,55191,10796
40149,36022,58811
36533,11822,32223
59492,32783,32168
40800,19769,47138
3237,31529,45432
38253,31810,39295
47462,54979,32836
36494,13069,3460
59779,1176,6851
43367,21920,17849
49058,2667,56429
42389,52239,23813
28445,39420,4337
48192,3037,56207
38466,22153,1091
12987,20340,26444
43221,14950,4413
44689,24882,27273
32204,28443,1144
52525,17107,52933
4450,54667,57952
40929,23362,21093
51765,22404,44433
37327,59301,46162
53441,42098,33927
5893,42119,22019
12948,19797,24813
41232,56449,22250
19969,9189,20916
32622,47737,9709
23524,39108,13206
14649,58416,7931
27232,56389,33673
51700,18649,54338
55619,768,32129
38347,8619,23021
17283,47632,34198
34459,38586,7271
18125,4600,57340
38276,2917,6359
36781,41251,54165
2259,20418,27102
57693,55356,52419
9884,53553,22241
27715,1289,34132
19465,14639,976
14273,38919,40865
1144,1883,21917
30075,44078,18869
752,45837,22580
22416,25458,11792
35418,11472,34260
19085,33806,45023
40050,12724,33341
49531,13669,10537
50594,28360,51295
10849,54623,5512
10381,5068,13181
45580,2431,1990
32766,27551,58893
21246,40169,14343
59419,29653,57477
26706,17432,30715
25707,43227,39818
28916,6120,11455
3591,32292,31285
26385,42578,5628
45275,30321,12585
19215,2463,54423
5947,49917,3196
37719,22013,7582
27854,49436,28402
25282,42256,20513
24386,13615,19491
32455,35379,16180
13335,3709,12348
1478,45768,37813
57757,27110,52797
45316,25823,8537
47774,40903,51154
57912,53223,7604
15933,40276,45060
9337,34607,6903
57449,46891,4726
36222,46488,9063
59540,17156,36906
28308,36796,43383
5931,50197,47461
30683,22882,6648
49488,40743,35775
23771,41681,18482
37693,22131,49782
51007,11970,38675
11077,811,3528
1327,51364,21454
29871,27554,44977
10647,56686,23745
48113,54775,12309
13421,35472,20260
43016,43587,28011
55901,1126,54074
433,23604,10019
49768,51039,11532
54640,22553,12789
47485,15053,40481
49463,53833,52263
46960,9787,20440
15664,41730,1716
58517,29302,2769
34593,42433,17664
41932,45646,40788
40669,41650,21823
36621,52529,31484
355,31118,29615
9113,52240,21793
32025,24587,20483
47244,13962,38391
35041,36060,52547
34705,54026,50584
17804,51350,27956
18144,42607,23434
58874,35140,48718
52830,2926,59273
26026,23320,7110
29541,30295,50398
16472,9276,16756
13917,54538,49698
58092,29777,5737
34130,31985,5346
32343,29389,130
46967,18605,24309
16828,53218,39520
27771,40750,40965
5135,51486,39105
15986,45276,42989
8826,53186,52232
53282,14490,57494
53213,26890,51747
4580,17587,12665
47496,58833,54575
29079,50808,45824
41937,3978,46245
57919,4285,21803
42474,1001,39515
59249,16471,45422
24395,43563,43513
34720,3763,24786
28378,12263,27082
32011,49374,16155
24802,53963,23950
18106,30151,7728
4861,15750,17251
38320,14932,49910
20086,48258,12157
52399,17129,42601
31918,57837,15424
4337,23253,51158
16092,35753,17441
17695,36879,26244
18630,41498,15402
34376,44978,49766
41908,13665,14750
24763,57003,24270
40799,17951,22461
59944,37747,9930
34311,11726,46440
9614,47994,22817
16666,18065,47003
54083,50827,14455
9845,6316,5017
54315,15396,6523
47236,38135,28821
19956,57628,58104
38055,56176,55228
3489,20415,45522
10997,4982,47910
8065,45709,58566
27425,13013,21674
46147,33211,49470
31960,30097,23972
40225,13548,42786
51455,45709,18782
6712,10455,12363
32897,5959,35566
50381,201,7557
46525,24478,29354
16022,21075,4632
59872,6412,20427
22974,7069,22121
10463,49373,36186
19015,35233,51425
37656,29059,11259
6592,5201,34243
3630,34917,30790
33893,35168,13022
4357,46769,44597
36925,27329,20511
25450,44416,25101
6717,3777,21423
57974,43796,34136
59281,8312,7456
59160,5495,13337
26850,19307,10230
59137,59123,39294
21700,18211,44913
6710,53802,2524
41536,20807,9828
58731,11278,28314
16114,3790,33166
38976,52169,57659
11658,34473,8133
59383,24232,26801
40717,30563,17781
1732,52965,25030
18011,13827,19631
13993,13451,44265
21196,58573,16314
46025,1409,20115
21598,50078,23516
1239,13737,8152
18065,14645,20585
50525,4376,38994
5392,48537,36253
23446,11651,2553
55997,12587,54317
23406,10367,40297
58265,40195,56555
30546,34942,6022
11161,36023,17982
37620,33164,19679
31853,41089,51057
27630,30149,37787
6307,32772,32475
27673,35153,1529
21006,27469,26224
38195,49249,25978
13043,49249,43321
10038,18540,14146
52559,13179,55818
37083,34312,32369
24083,31282,9578
17646,18012,56812
28799,19876,39457
1877,35651,36759
40731,36039,47293
15401,19859,58649
10834,7746,38189
31030,50218,22478
44692,27669,28843
42301,38129,45815
7584,46549,28242
9824,14040,32595
12558,52378,9038
41041,55396,39418
51071,18520,2882
26586,25503,33843
30322,38811,2615
43755,8824,39375
42057,40285,22891
47722,38286,59885
47184,21171,6405
16003,45714,5392
48769,34789,35283
45878,4594,4403
30361,21965,33172
10519,2229,52437
46040,43711,55744
36067,43661,1268
38681,11784,40163
12527,6823,405
10563,29995,29260
52480,52356,25941
24130,48857,46014
45466,20985,875
35128,46857,56505
2898,23583,52117
42153,51406,10166
44845,162,13552
50139,17749,41181
24971,40553,15478
53689,24268,15666
52444,27318,39978
27674,21577,11259
50004,53877,48247
19390,38127,11840
58551,38088,58289
5326,24047,14092
4047,8478,28456
5809,20749,1347
55624,52100,17486
48848,29387,53715
43448,4050,7377
48317,46248,5230
9604,36948,14809
33043,30376,26328
3641,24703,30478
46685,53296,59347
13727,3676,6963
11381,12660,5871
15002,45551,49762
18450,37122,24822
26735,50014,49911
57876,15388,40950
52444,25556,18273
13545,4697,37144
39450,30976,25007
17273,40661,31042
53369,41757,2810
2289,35684,48291
3500,27642,25336
38722,51096,35688
32692,49706,55302
50520,33432,41554
7074,53637,270
42548,14978,47589
40792,34520,9667
34151,1787,17546
23259,2049,8829
33741,4037,7623
41091,56957,8340
40552,45621,54805
43607,18844,27433
56819,49301,47717
22340,48544,3928
45432,51249,31936
1930,57090,23147
6980,7673,43977
43676,58138,43478
6630,14388,19748
46746,51851,42303
23353,14375,808
50750,32240,35798
41224,7813,50365
15961,46705,38804
50822,10182,58502
18855,15102,45108
41334,32321,10825
42373,51038,55979
16272,17315,25778
44625,22905,44154
35238,41397,897
36609,54302,23460
58665,17615,55722
41721,32156,33942
56595,2664,55678
21007,12411,15527
39382,42211,5327
1959,42785,7460
53187,16293,3800
4178,23441,53581
32136,6345,40935
51868,49265,47806
9113,618,51910
9581,3171,21287
26474,7438,12957
5151,27246,1314
5238,22264,11633
59219,25928,14997
5072,2414,54473
47787,2053,6376
5650,59790,45925
14591,24347,13942
27972,48318,56784
39456,54974,50394
27923,29112,11733
53475,54814,15402
47605,11387,23530
45825,37663,6126
9718,17303,58369
8373,58876,7671
1517,44117,11351
44585,21050,44307
23718,29591,28387
41790,59796,57773
37760,37022,5166
890,31627,56342
34853,14243,42125
2542,55870,3658
21337,51642,57927
35982,26319,27210
6693,41245,27569
25908,9784,56644
36127,21363,35034
24500,55384,5956
11469,56089,33316
43599,51941,25390
29671,12872,28864
38707,23099,58779
58866,52520,50480
54262,1723,46482
5839,52002,47517
16350,56647,15679
8524,50365,51350
50822,25639,14387
31558,49506,44693
56634,49580,18328
18637,46412,43356
32974,13814,20143
12772,33989,44332
42887,49538,53794
20186,31903,42006
29652,44502,3522
39529,50125,8393
36806,29564,52765
44971,30968,1423
18429,16784,32168
19152,22711,34805
10671,44438,41316
5339,44886,36332
2829,25922,38423
53511,21022,59943
34192,59466,26397
5712,21967,9669
48987,56155,32509
34193,34548,24354
55916,22543,25381
15831,25438,11442
29727,34107,56818
21851,19300,27898
9422,27199,47235
10923,48949,37822
37816,9248,44763
58977,50498,34007
38365,17507,11843
19170,34315,1319
53509,29468,5539
30300,46270,43180
22156,56648,14274
41697,32187,7599
16504,14425,37279
20489,5555,44494
17378,12198,19094
4398,44342,21838
58295,6635,39932
35196,30643,54923
14752,35700,15988
19513,9763,7349
45926,58851,502
36502,2549,32179
21708,32164,49282
41479,35383,13285
12546,8225,26566
32029,43659,27395
27763,52640,6746
17815,20648,54233
49725,40750,4159
23426,23706,6653
56384,50468,18891
6962,32430,46747
25967,4116,56137
19907,7378,8910
8140,50217,623
30398,50141,2531
33128,102,47742
45004,21289,24118
24987,22201,42373
20724,3399,49635
53247,11228,53128
38379,7601,43113
352,52877,49964
46846,29287,53989
58609,53071,35760
34161,14557,54713
44391,7048,13167
30053,5212,12255
19835,19924,7566
45131,57079,17751
27369,11390,1369
51976,36507,57439
26811,26913,38690
24740,2672,9825
58384,59244,31913
58430,42090,36739
13963,47813,40698
15877,11622,43907
19575,20036,24624
53012,25445,11797
30930,31782,18357
39937,55894,25152
19350,2340,24975
9904,27186,3386
42586,4107,15140
19016,24885,48628
55073,54117,57892
20648,10726,36790
39012,58815,29906
40454,8757,13489
55327,5121,37704
2650,28308,43631
38932,3938,9066
44867,34103,37924
17711,18993,30594
49492,46255,39671
12424,26893,20064
28954,43322,30639
3879,18570,51657
43190,27901,42450
52931,40,38807
39792,55947,55327
1486,27342,53911
34596,49536,11134
48516,3398,24905
12538,8079,11604
33269,41932,59882
46846,34132,39392
5986,10459,8451
41658,55877,8155
48812,27775,56157
19272,42942,28914
45984,1208,53978
20089,46213,32670
24563,30535,49770
36455,44008,9930
30708,59977,21260
34656,56214,33377
22066,21479,39725
53202,1389,55161
16498,52762,17181
47663,21880,44144
55460,7283,31435
46734,37219,54698
43416,51016,45265
10780,46059,25356
37094,24957,33394
8612,52464,23982
20611,46780,22557
53194,39445,28887
29107,31317,12377
20508,24787,39734
48717,25921,18651
19896,1901,30081
44999,40129,57093
34058,17864,7013
54502,45565,39627
9757,15243,54410
47836,15864,47421
14139,5921,15336
7380,21315,26207
25558,15272,31510
11141,35186,26448
33596,29327,22873
16566,55656,41442
27149,51837,54317
20322,30590,35065
23160,27027,639
54636,3903,48920
49004,18342,7159
4960,3611,7887
51960,17909,13362
21881,24893,22751
42895,33322,32606
56826,46546,32475
34772,35659,12574
45692,29032,49262
9567,40928,27083
42437,7768,4713
41121,53863,27973
24243,22171,509
17896,10925,46754
30379,4393,41290
10792,13432,25710
511,32770,58748
7371,27444,33426
34739,7561,17907
36491,58915,41934
8482,49927,47989
12350,2216,35313
2653,55575,39071
39538,49416,36407
5286,26681,47319
16633,18583,1970
51376,52442,57806
12768,19075,55320
42274,3266,17718
49817,5292,39797
36207,26263,24080
33873,48322,35690
24902,40614,37529
57012,34676,33067
5325,48750,50780
23348,29091,45649
9163,40349,16762
7422,43263,37977
57702,25296,13089
48586,31782,30127
7695,41098,59774
13248,31142,28682
14005,6484,48033
48860,8654,42864
26531,29421,36430
40497,35183,48961
44867,5600,1256
8209,32345,4771
40713,38872,26744
59685,46745,52848
57644,28597,57422
18876,53203,40673
11385,4377,10879
30497,50232,27263
25961,42428,42952
10742,29270,41958
17136,46579,56186
25980,30511,14411
40158,21948,43076
37865,39713,12474
9680,27669,41443
58707,26210,54329
52008,19123,52106
8974,5448,49911
28888,23323,18091
34913,3204,44020
18505,37463,29980
7498,9074,464
26828,24248,32347
46831,55017,4871
2132,26962,37942
25207,49376,30111
12007,41635,11346
44450,9590,3488
20165,38996,32391
39440,44858,36421
25534,59941,15333
7504,23550,46142
43293,9449,16012
47046,33504,59406
38360,52105,27877
13632,27148,45432
32227,30036,27362
55081,14687,52828
13796,36517,41866
37773,41115,40634
59593,52207,29449
29570,8540,26887
31703,27109,20950
46681,12403,22503
30314,54730,9478
21234,39563,51422
42963,7490,26962
15043,12341,27512
15303,50669,7233
12861,9356,7610
22446,42415,40950
7325,36806,6133
52903,12079,52727
42372,59389,33292
5685,46034,53300
22934,50344,49804
11476,17892,17891
56336,58612,25804
42661,49082,8612
22386,30807,34546
23696,39614,53421
48347,38974,50202
5712,4885,52263
43533,28416,4151
35061,55979,14816
22971,57647,58366
31630,46762,39674
58564,59082,44858
13570,31739,23507
7098,17173,6529
491,54337,46415
29046,26774,47490
5178,39150,45349
424,45859,48443
19298,25856,15185
8303,33358,54178
25940,38335,1941
3484,53249,41862
47721,15105,6880
13590,54832,50421
1797,24828,9725
59260,58765,49855
4353,41965,41222
35444,47515,8915
36149,18086,35073
57662,34791,56462
52163,32033,27659
55959,34053,54771
31763,49066,20802
33612,2430,4769
29652,25781,10503
9004,26307,21063
21937,2335,47392
18544,12634,18491
16275,19956,28354
25536,47868,16243
54123,25005,24970
38147,18929,28422
38251,34629,24
11007,1668,29174
43676,42492,3808
23430,43202,6744
23121,32760,33944
51380,47592,16310
23862,25538,33354
51296,38676,48059
17060,36348,23400
47043,24395,52073
21815,9436,58029
25270,46784,6981
42735,6473,49780
10558,23914,9911
27512,51424,35194
50274,59035,50903
27210,25897,38267
37001,29703,34146
32538,48298,44180
49373,42195,1913
55368,12140,8858
54299,9686,13479
37225,11996,43868
38359,14124,49569
58143,15337,41631
33545,39256,4763
20010,49885,813
28472,26903,20634
3441,26331,48880
1344,17423,11543
10215,45962,37138
45512,54006,7724
991,40136,51216
41704,40505,41225
2531,49860,46021
14950,31263,51154
7578,45943,24798
41250,56884,37053
52193,54193,4552
185,44476,57819
23945,36938,35355
55057,53793,49462
46540,16812,38707
30729,38490,35545
53707,10814,59021
1829,12753,12705
43824,23699,23741
2706,52995,617
38648,15134,34999
48221,25366,59486
52805,41634,11696
11836,46918,6004
14684,3238,26941
52665,15849,40522
14308,45506,17385
12691,59857,59400
45979,30913,33294
47386,31010,52998
12395,208,59579
3583,49438,18442
47549,1299,59853
13384,28922,12653
15519,24738,54846
54554,18242,8582
41113,10014,10630
40170,6689,5765
34899,11997,1422
4871,13823,4914
28246,43689,33788
47235,56989,25049
32363,53425,34332
25261,9776,22558
4500,11616,50292
46049,46426,30586
24280,40957,20868
41522,28386,1933
22864,4799,9097
52055,28404,21136
25495,50382,47108
20015,59256,31690
7715,42011,20962
41288,44337,21193
10464,27350,42196
15428,39826,10132
34990,56495,52312
56951,46190,47854
36777,35169,26689
48062,791,30337
31198,22677,1146
53299,50699,21005
22146,28528,9478
23774,46522,57085
51705,46955,20464
59758,925,52038
28291,33674,54899
9116,48266,12234
56025,59992,59261
37588,40220,39266
44152,12985,4406
52366,10096,58165
4498,14133,36148
46900,8442,5682
50586,24003,25152
42896,12269,1393
10889,36711,24681
2334,53887,2129
39475,55442,20368
4488,4431,49824
11096,53277,608
22012,40911,9384
51243,53293,26684
32503,47282,43745
36972,10539,3158
11412,6745,5052
30068,58055,14210
25240,3508,7594
18780,54406,56029
12295,42260,30023
55704,7992,27786
24217,30463,52290
32881,24690,22172
40253,19509,12480
52425,31158,26279
25159,19409,21024
30262,37774,58867
7189,40054,36882
58634,1363,13037
9012,37270,47611
23853,43,43152
21750,59014,58345
20967,40261,719
22735,52371,9039
47854,50879,57988
37025,44417,29828
35829,18112,27831
49135,25863,58723
51468,1999,51982
15359,46933,40137
7255,36944,36317
35357,51571,10559
24888,55482,40621
5848,53623,1237
32257,28341,39981
42840,46398,13990
23342,56959,27726
9370,41516,1260
56134,35412,20884
59178,36326,5863
17609,47325,4714
41801,29914,15989
11118,4796,4523
41220,219,49727
26962,22681,2337
23688,9619,12681
35664,8091,44349
12572,16384,35495
42737,39627,33173
5852,35982,26182
55262,41485,52110
18092,12597,6479
30805,17964,44245
9231,9862,44287
9825,30035,34990
9997,57801,33399
6859,50450,37166
48304,4956,23836
59678,49240,12211
52141,28230,43134
42840,21901,2839
57353,18159,27725
46563,58634,13387
39347,57532,32672
51983,48279,57168
57982,48357,31812
43096,16297,37887
50610,6144,26106
40971,56252,59741
10604,53768,5161
36360,45714,48544
40560,9122,58514
52483,13145,27585
30715,24163,26964
48325,50169,29209
45706,12079,31444
11122,45831,30263
9295,39464,24823
55328,14610,33424
29260,59287,44745
39724,13403,51234
56593,3351,11987
14715,25724,39926
6101,23575,57817
13981,10734,18453
48398,24453,16156
56077,56871,27017
10032,39114,5137
26516,51976,13724
57090,27548,55523
26135,48855,58335
44913,43340,44158
18113,463,38637
43378,47175,37503
46069,43578,18937
3930,17904,50737
15818,10852,34271
30201,18588,27670
32319,13210,7211
39421,38452,32711
58982,7534,45619
32098,12320,18833
24687,44660,24628
17310,24734,24575
14076,19173,28252
31428,40264,24422
39569,33263,29215
24031,35796,32534
2759,17299,31263
2131,27821,4505
22738,42871,49971
39804,24366,28231
17840,42338,40326
16033,42874,32552
15752,13949,32936
23605,16910,6281
4482,22064,43454
30363,49744,31468
23302,1839,57611
59637,22948,26188
4055,3999,26476
7189,19731,53755
54000,25924,49511
26768,40023,5185
199,5865,16679
47571,9592,14436
8469,10070,43841
58229,51797,853
16605,4718,15162
3427,22317,13240
24903,26227,46387
5807,49829,22912
38995,31549,20844
20814,30083,38380
30287,44493,6680
47328,11393,8193
27821,28404,15276
44525,47126,11028
22839,1394,55683
59330,13825,24524
37779,49465,29659
48590,7649,9204
57537,9138,59438
25980,2752,15108
25803,12854,22675
46568,4009,55406
22043,688,27025
47987,56128,47699
798,16329,11263
58683,20194,21945
20006,10045,29747
5818,16066,16713
56697,5096,39781
28790,26731,3483
54814,31711,25653
10745,57448,59174
48934,4533,10738
3075,27835,42687
5395,51063,31244
32833,41776,24554
31796,30120,48664
29630,43551,23959
5830,29593,14374
40946,35158,55832
6334,31103,15735
12305,10557,20712
55995,27478,48052
53334,41215,49576
33134,15469,21935
46824,51611,58961
40887,44654,7717
36769,51521,9461
41642,18959,45272
16265,19089,1686
23457,48897,42766
44516,1617,12070
48257,31309,57787
34004,19900,59391
45436,4486,9933
